"CELLID","Cell_ID"
"072040","1814"
"072044","2112"
"072068","3026"
"072069","3115"
"072070","3203"
"072071","3307"
"072072","3429"
"072073","3530"
"072099","4873"
"072100","4950"
"072101","5062"
"072102","5185"
"072103","5316"
"072104","5447"
"072105","5584"
"072106","5741"
"072107","5896"
"072108","6051"
"072109","6200"
"072110","6348"
"072111","6510"
"072112","6616"
"072138","7978"
"073020","714"
"073021","811"
"073022","900"
"073023","995"
"073024","1098"
"073025","1193"
"073040","1815"
"073044","2113"
"073068","3027"
"073069","3116"
"073070","3204"
"073071","3308"
"073072","3430"
"073073","3531"
"073099","4874"
"073100","4951"
"073101","5063"
"073102","5186"
"073103","5317"
"073104","5448"
"073105","5585"
"073106","5742"
"073107","5897"
"073108","6052"
"073109","6201"
"073110","6349"
"073111","6511"
"073112","6617"
"073138","7979"
"074020","715"
"074021","812"
"074022","901"
"074023","996"
"074024","1099"
"074025","1194"
"074040","1816"
"074044","2114"
"074067","2944"
"074068","3028"
"074069","3117"
"074070","3205"
"074071","3309"
"074072","3431"
"074073","3532"
"074099","4875"
"074100","4952"
"074101","5064"
"074102","5187"
"074103","5318"
"074104","5449"
"074105","5586"
"074106","5743"
"074107","5898"
"074108","6053"
"074109","6202"
"074110","6350"
"074111","6512"
"074112","6618"
"074138","7980"
"075020","716"
"075021","813"
"075022","902"
"075023","997"
"075024","1100"
"075025","1195"
"075026","1265"
"075027","1335"
"075028","1403"
"075029","1435"
"075030","1465"
"075031","1501"
"075032","1532"
"075040","1817"
"075041","1890"
"075042","1960"
"075043","2030"
"075044","2115"
"075067","2945"
"075068","3029"
"075069","3118"
"075070","3206"
"075071","3310"
"075072","3432"
"075073","3533"
"075097","4763"
"075098","4813"
"075099","4876"
"075100","4953"
"075101","5065"
"075102","5188"
"075103","5319"
"075104","5450"
"075105","5587"
"075106","5744"
"075107","5899"
"075108","6054"
"075109","6203"
"075110","6351"
"075111","6513"
"075112","6619"
"075137","7888"
"075138","7981"
"076019","640"
"076020","717"
"076021","814"
"076022","903"
"076023","998"
"076024","1101"
"076025","1196"
"076026","1266"
"076027","1336"
"076040","1818"
"076041","1891"
"076042","1961"
"076043","2031"
"076044","2116"
"076067","2946"
"076068","3030"
"076069","3119"
"076070","3207"
"076071","3311"
"076072","3433"
"076073","3534"
"076099","4877"
"076100","4954"
"076101","5066"
"076102","5189"
"076103","5320"
"076104","5451"
"076105","5588"
"076106","5745"
"076107","5900"
"076108","6055"
"076109","6204"
"076110","6352"
"076111","6514"
"076112","6620"
"076137","7889"
"076138","7982"
"077019","641"
"077020","718"
"077021","815"
"077022","904"
"077023","999"
"077024","1102"
"077025","1197"
"077026","1267"
"077027","1337"
"077040","1819"
"077041","1892"
"077042","1962"
"077043","2032"
"077044","2117"
"077067","2947"
"077068","3031"
"077069","3120"
"077070","3208"
"077071","3312"
"077072","3434"
"077073","3535"
"077099","4878"
"077100","4955"
"077101","5067"
"077102","5190"
"077103","5321"
"077104","5452"
"077105","5589"
"077106","5746"
"077107","5901"
"077108","6056"
"077109","6205"
"077110","6353"
"077111","6515"
"077112","6621"
"077137","7890"
"077138","7983"
"077139","8056"
"078019","642"
"078020","719"
"078021","816"
"078022","905"
"078023","1000"
"078024","1103"
"078040","1820"
"078041","1893"
"078042","1963"
"078043","2033"
"078044","2118"
"078067","2948"
"078068","3032"
"078069","3121"
"078070","3209"
"078071","3313"
"078072","3435"
"078073","3536"
"078099","4879"
"078100","4956"
"078101","5068"
"078102","5191"
"078103","5322"
"078104","5453"
"078105","5590"
"078106","5747"
"078107","5902"
"078108","6057"
"078109","6206"
"078110","6354"
"078111","6516"
"078112","6622"
"078113","6713"
"078114","6791"
"078115","6855"
"078116","6916"
"078117","6972"
"078118","7025"
"078119","7072"
"078120","7118"
"078137","7891"
"078138","7984"
"078139","8057"
"079019","643"
"079020","720"
"079021","817"
"079022","906"
"079023","1001"
"079024","1104"
"079027","1338"
"079040","1821"
"079041","1894"
"079042","1964"
"079043","2034"
"079044","2119"
"079067","2949"
"079068","3033"
"079069","3122"
"079070","3210"
"079071","3314"
"079072","3436"
"079073","3537"
"079099","4880"
"079100","4957"
"079101","5069"
"079102","5192"
"079103","5323"
"079104","5454"
"079105","5591"
"079106","5748"
"079107","5903"
"079108","6058"
"079109","6207"
"079110","6355"
"079111","6517"
"079112","6623"
"079113","6714"
"079114","6792"
"079115","6856"
"079116","6917"
"079117","6973"
"079118","7026"
"079119","7073"
"079120","7119"
"079137","7892"
"079138","7985"
"079139","8058"
"080017","515"
"080018","575"
"080019","644"
"080020","721"
"080021","818"
"080022","907"
"080023","1002"
"080024","1105"
"080025","1198"
"080026","1268"
"080027","1339"
"080040","1822"
"080041","1895"
"080042","1965"
"080043","2035"
"080044","2120"
"080066","2865"
"080067","2950"
"080068","3034"
"080069","3123"
"080070","3211"
"080071","3315"
"080072","3437"
"080073","3538"
"080099","4881"
"080100","4958"
"080101","5070"
"080102","5193"
"080103","5324"
"080104","5455"
"080105","5592"
"080106","5749"
"080107","5904"
"080108","6059"
"080109","6208"
"080110","6356"
"080111","6518"
"080112","6624"
"080113","6715"
"080118","7027"
"080137","7893"
"080138","7986"
"080139","8059"
"081017","516"
"081018","576"
"081019","645"
"081020","722"
"081021","819"
"081022","908"
"081023","1003"
"081024","1106"
"081025","1199"
"081026","1269"
"081027","1340"
"081040","1823"
"081041","1896"
"081042","1966"
"081043","2036"
"081044","2121"
"081066","2866"
"081067","2951"
"081068","3035"
"081069","3124"
"081070","3212"
"081071","3316"
"081072","3438"
"081073","3539"
"081099","4882"
"081100","4959"
"081101","5071"
"081102","5194"
"081103","5325"
"081104","5456"
"081105","5593"
"081106","5750"
"081107","5905"
"081108","6060"
"081109","6209"
"081110","6357"
"081111","6519"
"081112","6625"
"081113","6716"
"081137","7894"
"081138","7987"
"081139","8060"
"082019","646"
"082020","723"
"082021","820"
"082022","909"
"082023","1004"
"082024","1107"
"082025","1200"
"082026","1270"
"082027","1341"
"082040","1824"
"082041","1897"
"082042","1967"
"082043","2037"
"082044","2122"
"082066","2867"
"082067","2952"
"082068","3036"
"082069","3125"
"082070","3213"
"082071","3317"
"082072","3439"
"082073","3540"
"082099","4883"
"082100","4960"
"082101","5072"
"082102","5195"
"082103","5326"
"082104","5457"
"082105","5594"
"082106","5751"
"082107","5906"
"082108","6061"
"082109","6210"
"082110","6358"
"082111","6520"
"082137","7895"
"082138","7988"
"082139","8061"
"083018","577"
"083019","647"
"083020","724"
"083021","821"
"083022","910"
"083023","1005"
"083024","1108"
"083025","1201"
"083026","1271"
"083027","1342"
"083040","1825"
"083041","1898"
"083042","1968"
"083043","2038"
"083044","2123"
"083066","2868"
"083067","2953"
"083068","3037"
"083069","3126"
"083070","3214"
"083071","3318"
"083072","3440"
"083073","3541"
"083099","4884"
"083100","4961"
"083101","5073"
"083102","5196"
"083103","5327"
"083104","5458"
"083105","5595"
"083106","5752"
"083107","5907"
"083108","6062"
"083109","6211"
"083110","6359"
"083111","6521"
"083112","6626"
"083113","6717"
"083114","6793"
"083115","6857"
"083116","6918"
"083136","7819"
"083137","7896"
"083138","7989"
"083139","8062"
"084017","517"
"084018","578"
"084019","648"
"084020","725"
"084021","822"
"084022","911"
"084023","1006"
"084024","1109"
"084025","1202"
"084026","1272"
"084027","1343"
"084040","1826"
"084041","1899"
"084042","1969"
"084043","2039"
"084044","2124"
"084066","2869"
"084067","2954"
"084068","3038"
"084069","3127"
"084070","3215"
"084071","3319"
"084072","3441"
"084073","3542"
"084074","3618"
"084075","3671"
"084076","3721"
"084077","3775"
"084098","4814"
"084099","4885"
"084100","4962"
"084101","5074"
"084102","5197"
"084103","5328"
"084104","5459"
"084105","5596"
"084106","5753"
"084107","5908"
"084108","6063"
"084109","6212"
"084110","6360"
"084111","6522"
"084112","6627"
"084136","7820"
"084137","7897"
"084138","7990"
"084139","8063"
"085017","518"
"085018","579"
"085019","649"
"085020","726"
"085021","823"
"085022","912"
"085023","1007"
"085024","1110"
"085025","1203"
"085026","1273"
"085027","1344"
"085040","1827"
"085041","1900"
"085042","1970"
"085043","2040"
"085044","2125"
"085066","2870"
"085067","2955"
"085068","3039"
"085069","3128"
"085070","3216"
"085071","3320"
"085072","3442"
"085073","3543"
"085095","4678"
"085096","4718"
"085097","4764"
"085098","4815"
"085099","4886"
"085100","4963"
"085101","5075"
"085102","5198"
"085103","5329"
"085104","5460"
"085105","5597"
"085106","5754"
"085107","5909"
"085108","6064"
"085109","6213"
"085110","6361"
"085111","6523"
"085112","6628"
"085113","6718"
"085114","6794"
"085115","6858"
"085116","6919"
"085117","6974"
"085136","7821"
"085137","7898"
"085138","7991"
"085139","8064"
"085140","8126"
"086017","519"
"086018","580"
"086019","650"
"086020","727"
"086021","824"
"086022","913"
"086023","1008"
"086024","1111"
"086025","1204"
"086026","1274"
"086027","1345"
"086040","1828"
"086041","1901"
"086042","1971"
"086043","2041"
"086044","2126"
"086066","2871"
"086067","2956"
"086068","3040"
"086069","3129"
"086070","3217"
"086071","3321"
"086072","3443"
"086073","3544"
"086075","3672"
"086097","4765"
"086098","4816"
"086099","4887"
"086100","4964"
"086101","5076"
"086102","5199"
"086103","5330"
"086104","5461"
"086105","5598"
"086106","5755"
"086107","5910"
"086108","6065"
"086109","6214"
"086110","6362"
"086111","6524"
"086112","6629"
"086136","7822"
"086137","7899"
"086138","7992"
"086139","8065"
"086140","8127"
"087017","520"
"087018","581"
"087019","651"
"087020","728"
"087021","825"
"087022","914"
"087023","1009"
"087024","1112"
"087025","1205"
"087026","1275"
"087027","1346"
"087040","1829"
"087041","1902"
"087042","1972"
"087043","2042"
"087044","2127"
"087066","2872"
"087067","2957"
"087068","3041"
"087069","3130"
"087070","3218"
"087071","3322"
"087072","3444"
"087073","3545"
"087074","3619"
"087075","3673"
"087076","3722"
"087077","3776"
"087078","3827"
"087099","4888"
"087100","4965"
"087101","5077"
"087102","5200"
"087103","5331"
"087104","5462"
"087105","5599"
"087106","5756"
"087107","5911"
"087108","6066"
"087109","6215"
"087110","6363"
"087111","6525"
"087112","6630"
"087136","7823"
"087137","7900"
"087138","7993"
"087139","8066"
"087140","8128"
"087141","8186"
"087142","8215"
"088017","521"
"088018","582"
"088019","652"
"088020","729"
"088021","826"
"088022","915"
"088023","1010"
"088024","1113"
"088025","1206"
"088026","1276"
"088027","1347"
"088040","1830"
"088041","1903"
"088042","1973"
"088043","2043"
"088044","2128"
"088066","2873"
"088067","2958"
"088068","3042"
"088069","3131"
"088070","3219"
"088071","3323"
"088072","3445"
"088073","3546"
"088098","4817"
"088099","4889"
"088100","4966"
"088101","5078"
"088102","5201"
"088103","5332"
"088104","5463"
"088105","5600"
"088106","5757"
"088107","5912"
"088108","6067"
"088109","6216"
"088110","6364"
"088111","6526"
"088112","6631"
"088113","6719"
"088136","7824"
"088137","7901"
"088138","7994"
"088139","8067"
"088140","8129"
"089017","522"
"089018","583"
"089019","653"
"089020","730"
"089021","827"
"089022","916"
"089023","1011"
"089024","1114"
"089025","1207"
"089026","1277"
"089027","1348"
"089040","1831"
"089041","1904"
"089042","1974"
"089043","2044"
"089044","2129"
"089066","2874"
"089067","2959"
"089068","3043"
"089069","3132"
"089070","3220"
"089071","3324"
"089072","3446"
"089073","3547"
"089074","3620"
"089096","4719"
"089097","4766"
"089098","4818"
"089099","4890"
"089100","4967"
"089101","5079"
"089102","5202"
"089103","5333"
"089104","5464"
"089105","5601"
"089106","5758"
"089107","5913"
"089108","6068"
"089109","6217"
"089110","6365"
"089111","6527"
"089112","6632"
"089113","6720"
"089136","7825"
"089137","7902"
"089138","7995"
"089139","8068"
"089140","8130"
"090017","523"
"090018","584"
"090019","654"
"090020","731"
"090021","828"
"090022","917"
"090023","1012"
"090024","1115"
"090025","1208"
"090026","1278"
"090027","1349"
"090040","1832"
"090041","1905"
"090042","1975"
"090043","2045"
"090044","2130"
"090066","2875"
"090067","2960"
"090068","3044"
"090069","3133"
"090070","3221"
"090071","3325"
"090072","3447"
"090073","3548"
"090101","5080"
"090102","5203"
"090103","5334"
"090104","5465"
"090105","5602"
"090106","5759"
"090107","5914"
"090108","6069"
"090109","6218"
"090110","6366"
"090111","6528"
"090112","6633"
"090113","6721"
"090136","7826"
"090137","7903"
"090138","7996"
"090139","8069"
"090140","8131"
"091017","524"
"091018","585"
"091019","655"
"091020","732"
"091021","829"
"091022","918"
"091023","1013"
"091024","1116"
"091025","1209"
"091026","1279"
"091027","1350"
"091028","1404"
"091029","1436"
"091030","1466"
"091040","1833"
"091041","1906"
"091042","1976"
"091043","2046"
"091044","2131"
"091066","2876"
"091067","2961"
"091068","3045"
"091069","3134"
"091070","3222"
"091071","3326"
"091072","3448"
"091073","3549"
"091074","3621"
"091075","3674"
"091101","5081"
"091102","5204"
"091103","5335"
"091104","5466"
"091105","5603"
"091106","5760"
"091107","5915"
"091108","6070"
"091109","6219"
"091110","6367"
"091111","6529"
"091112","6634"
"091113","6722"
"091136","7827"
"091137","7904"
"091138","7997"
"091139","8070"
"091140","8132"
"092015","420"
"092016","467"
"092017","525"
"092018","586"
"092019","656"
"092020","733"
"092021","830"
"092022","919"
"092023","1014"
"092024","1117"
"092025","1210"
"092026","1280"
"092027","1351"
"092040","1834"
"092041","1907"
"092042","1977"
"092043","2047"
"092044","2132"
"092066","2877"
"092067","2962"
"092068","3046"
"092069","3135"
"092070","3223"
"092071","3327"
"092072","3449"
"092073","3550"
"092100","4968"
"092101","5082"
"092102","5205"
"092103","5336"
"092104","5467"
"092105","5604"
"092106","5761"
"092107","5916"
"092108","6071"
"092109","6220"
"092110","6368"
"092111","6530"
"092112","6635"
"092113","6723"
"092136","7828"
"092137","7905"
"092138","7998"
"092139","8071"
"092140","8133"
"093016","468"
"093017","526"
"093018","587"
"093019","657"
"093020","734"
"093021","831"
"093022","920"
"093023","1015"
"093024","1118"
"093025","1211"
"093026","1281"
"093027","1352"
"093040","1835"
"093041","1908"
"093042","1978"
"093043","2048"
"093044","2133"
"093066","2878"
"093067","2963"
"093068","3047"
"093069","3136"
"093070","3224"
"093071","3328"
"093072","3450"
"093073","3551"
